robot_id,proximity,bumper,light_left,light_right,boundary,transporting,home_zone,error
4,False,False,0.002310049050516431,0.002310049050516431,False,False,False,False
4,False,False,0.0023131377190536056,0.0023131377190536056,False,False,False,False
4,False,False,0.002316188999709949,0.002316188999709949,False,False,False,False
4,False,False,0.0023192023818490947,0.0023192023818490947,False,False,False,False
4,False,False,0.002322177357503336,0.002322177357503336,False,False,False,False
4,False,False,0.0023251134215812926,0.0023251134215812926,False,False,False,False
4,False,False,0.0023280100720769886,0.0023280100720769886,False,False,False,False
4,False,False,0.002330866810280196,0.002330866810280196,False,False,False,False
4,False,False,0.0023336831409879054,0.0023336831409879054,False,False,False,False
4,False,False,0.0023364585727167837,0.0023364585727167837,False,False,False,False
4,False,False,0.002336318109825502,0.002336318109825502,False,False,False,False
4,False,False,0.002336126553665424,0.002336126553665424,False,False,False,False
4,False,False,0.002335883941970753,0.002335883941970753,False,False,False,False
4,False,False,0.002335590322509291,0.002335590322509291,False,False,False,False
4,False,False,0.002335245753056326,0.002335245753056326,False,False,False,False
4,False,False,0.002334850301363077,0.002334850301363077,False,False,False,False
4,False,False,0.002334404045119731,0.002334404045119731,False,False,False,False
4,False,False,0.002333907071913107,0.002333907071913107,False,False,False,False
4,False,False,0.0023333594791790087,0.0023333594791790087,False,False,False,False
4,False,False,0.002332761374149289,0.002332761374149289,False,False,False,False
4,False,False,0.002332112873793709,0.002332112873793709,False,False,False,False
4,False,False,0.0023314141047566404,0.0023314141047566404,False,False,False,False
4,False,False,0.0023306652032886715,0.0023306652032886715,False,False,False,False
4,False,False,0.002329866315173211,0.002329866315173211,False,False,False,False
4,False,False,0.0023290175956481416,0.0023290175956481416,False,False,False,False
4,False,False,0.002328119209322621,0.002328119209322621,False,False,False,False
4,False,False,0.002324364453666991,0.002324364453666991,False,False,False,False
4,False,False,0.002320577716559199,0.002320577716559199,False,False,False,False
4,False,False,0.0023167595842850416,0.0023167595842850416,False,False,False,False
4,False,False,0.0023129106425062228,0.0023129106425062228,False,False,False,False
4,False,False,0.0023090314760688896,0.0023090314760688896,False,False,False,False
4,False,False,0.002305122668816057,0.002305122668816057,False,False,False,False
4,False,False,0.0023011848034039935,0.0023011848034039935,False,False,False,False
4,False,False,0.0022972184611226034,0.0022972184611226034,False,False,False,False
4,False,False,0.0022932242217198733,0.0022932242217198733,False,False,False,False
4,False,False,0.0022892026632304217,0.0022892026632304217,False,False,False,False
4,False,False,0.002285154361808184,0.002285154361808184,False,False,False,False
4,False,False,0.002281079891563266,0.002281079891563266,False,False,False,False
4,False,False,0.0022769798244030104,0.0022769798244030104,False,False,False,False
4,False,False,0.002272854729877275,0.002272854729877275,False,False,False,False
4,False,False,0.0022687051750279585,0.0022687051750279585,False,False,False,False
4,False,False,0.0022645317242427788,0.0022645317242427788,False,False,False,False
4,False,False,0.0022603349391133224,0.0022603349391133224,False,False,False,False
4,False,False,0.0022561153782973487,0.0022561153782973487,False,False,False,False
4,False,False,0.00225187359738538,0.00225187359738538,False,False,False,False
4,False,False,0.002247610148771539,0.002247610148771539,False,False,False,False
4,False,False,0.0022433255815286525,0.0022433255815286525,False,False,False,False
4,False,False,0.002239020441287595,0.002239020441287595,False,False,False,False
4,False,False,0.0022346952701208563,0.0022346952701208563,False,False,False,False
4,False,False,0.0022303506064303216,0.0022303506064303216,False,False,False,False
4,False,False,0.002225986984839229,0.002225986984839229,False,False,False,False
4,False,False,0.0022216049360882888,0.0022216049360882888,False,False,False,False
4,False,False,0.0022172049869359266,0.0022172049869359266,False,False,False,False
4,False,False,0.0022127876600626186,0.0022127876600626186,False,False,False,False
4,False,False,0.0022083534739792874,0.0022083534739792874,False,False,False,False
4,False,False,0.0022039029429397118,0.0022039029429397118,False,False,False,False
4,False,False,0.002199436576856917,0.002199436576856917,False,False,False,False
4,False,False,0.002194954881223495,0.002194954881223495,False,False,False,False
4,False,False,0.002190458357035808,0.002190458357035808,False,False,False,False
4,False,False,0.0021859475007220334,0.0021859475007220334,False,False,False,False
4,False,False,0.002181422804073992,0.002181422804073992,False,False,False,False
4,False,False,0.0021768847541827094,0.0021768847541827094,False,False,False,False
4,False,False,0.0021723338333776523,0.0021723338333776523,False,False,False,False
4,False,False,0.0021677705191695913,0.0021677705191695913,False,False,False,False
4,False,False,0.002163195284197023,0.002163195284197023,False,False,False,False
4,False,False,0.0021586085961760966,0.0021586085961760966,False,False,False,False
4,False,False,0.002154010917853984,0.002154010917853984,False,False,False,False
4,False,False,0.0021494027069656266,0.0021494027069656266,False,False,False,False
4,False,False,0.0021447844161938054,0.0021447844161938054,False,False,False,False
4,False,False,0.0021401564931324566,0.0021401564931324566,False,False,False,False
4,False,False,0.0021355193802531786,0.0021355193802531786,False,False,False,False
4,False,False,0.0021308735148748603,0.0021308735148748603,False,False,False,False
